,text,sentiment
20919," Yvonne, thanks 4 the #FFrecommend! Lovely profile photo, you have! And I agree w/u on the 'what is sleep?'  LOL! It`s 5:46 am!",positive
20920,eating my tito`s home made ice cream yum! ,positive
20921,I really wanna see the Jonas Brothers in Novemeber but I need to find someone to come with me!  ****,neutral
20922,Squashed Foot **** ,neutral
20923,"_ kk`s  have fun eating lol, remember shaun loves you haha",positive
20924,I love the fact that it`s a bank holiday monday and i stay can in bed,positive
20925,"another gorgeous day here in Pau...will be home this time in 2 weeks though, such a depressing thought!",neutral
20926, tell everybody i said happy mothers day!  love ya! #1 fan love you you miley rock,positive
20927,Why isnt my internet working,negative
20928, I only saw urs by chance. Who would else have that name! Think I`ll b missing 2nite too.  Thank god for YouTube.,positive
20929,"oh no  according to laineygossip, taylena is OVER!  bc of his fame?! gosh poor  two heartbreaks in a row :-/",negative
20930,Fashion Show is & done only one slip...now cooking & having a glass of wine or two,neutral
20931," haha! you`re so funny, Mikee .. you`re probably the only Mike I`ll ever like  *sad thoughts*",neutral
20932,don`t I have the fake fascination like i once did before. Cause i no longer have to pretend i like you,neutral
20933, that is soooo scary! Be careful! We only have one Kirstie!,negative
20934,Happy day mother`s ,positive
20935,I feel like poop. I hate being sick,negative
20936, ok2 g`nyt?  Haha too early.,positive
20937," Had lunch at Bittercreek, they were out of Hopnoxious  Had Sweetgrass IPA tho, so all is still right in the world.",positive
20938,"  trying tweetdeck, have seen, you are twittering with that programme, so I thought, should I give it a try",neutral
20939,Jamies Free Views Dead,negative
20940, WHAT! That`s horrible! To purposely write about it to bunny a is just mean & cruel!    Not to mention just plain tacky....,negative
20941,Is sad that her brother is having a bad day,negative
20942,"_keepsitreal haha awe. Well right now, could I be at home but I have to be here. It`s horrible  Lol",neutral
20943, Why online one download this week?,neutral
20944, lol what!! where it! is,neutral
20945,Redskins release Jon Jansen.  That guy put in a ton of sweat and bruises for the team.  He will be missed.    http://tinyurl.com/mdewfk,positive
20946,dam it keeps on rainin me,negative
20947,will be MIA until june 13.. finals,neutral
20948, Ahhh Music my to ears!,neutral
20949,Having a light depression. Just payed an extra bill from last years taxes... Must find a country with a tax that is lower than 56%,negative
20950,Waiting in line to get gas..94 today degrees,neutral
20951,stunning business cards! ashamed of mine  http://bit.ly/zpsQo,negative
20952," Good to hear! I got a bit of a tan today too, is which unheard of for me- I am SO pasty white all the time.  Mostly I freckle.",neutral
20953,Anyone got any remedies for neck pain? Haven`t been able to turn my head properly without a bad twinge for a few days now,negative
20954,Here I why like jeans  http://tinyurl.com/csbo8s,neutral
20955,PayPal hates me.  It refuses to let me verify my account.,negative
20956,was that a fun bacontaco night,positive
20957,first night sleeping in my new home,neutral
20958,"Being unable have to booze on a Friday, indeed the entire weekend, actually hurts",negative
20959, you coming on myspaceee? if yr doing work though dnt bother,positive
20960,Did not win Kelly Clarkson Tickets. Sorry Cecilia. Really I wish could give that to you! You so much deserve it.,negative
20961,congratulations penjiiii !!! Are we calling him soulja boy or mcbaby lol,positive
20962, WTF!!!!  LMAO!!! *Just got hit the in head with bloody balls*,negative
20963,"Moving: nothing accessible. Camera broken, kitchen stuff in boxes, no internet.  Makes it hard to cook or blog.  get me to brooklyn!",negative
20964,_Simmons everyone has their mistakes to make and lessons to learn. Don`t the let negativity get to you.,positive
20965,Blinded again,negative
20966,I want to cry at the thought the of NBA season being almost over  NEXT YEAR MIAMI!!!!!!!!!!!!,negative
20967,"Radio:ACTIVE never gets old and never will  this is the 4th time i have listened to the cd (its on repeat) today, and still love it! =D",positive
20968, That me drives nuts.,negative
20969,"Incase I forget, Happy Mother`s Day to all you moms out there, and to my mommy. The very best one in the world",positive
20970,Tonight`s SNL does not LOL dissapoint.,negative
20971,Morning. Forgot my daily booth yesterday.. shocking! I want to sit in the garden today and read but we have a huge bees nest,negative
20972,finally leavin tha studio.Made some really really good Very music! pleased wit tha turnout  !,positive
20973,Heading to the U of Utah hospital. Have a great day everyone,positive
20974,"tried oprahs free unfried kfc and loved it  i went back for another try and topped it boba with and wolverine.Chilled with pope,dave,ben",positive
20975,Hey  its back!!    (robluketic live > http://ustre.am/2w5v),neutral
20976,i have had the worst headache ever the in history of worst headaches today!  man i hate those!,negative
20977,had a really weird night last night and misses her friends,negative
20978,  should you enter the giveaway then!!!! who couldn`t use $25...I know I could,neutral
20979, u mean VIP this time ? coz of the KBS thingy ? haha..,neutral
20980,Has finally found her flat. new,neutral
20981," I am the same... well peer trained, peer taught, peer learning",neutral
20982,my favourite song tonight is cheer it by on Tokyo Police Club,positive
20983,Gossip girl & pizza on the way = thank you to my lil babe,positive
20984,**** I lost my Star Trek ring!    Starfleet Academy class ring Golden w/ Gate Bridge on it.  Got it as high school graduation present.,neutral
20985,Back home  Had a great time!,positive
20986,Checkin out what on new Twitter,neutral
20987,Oh what a day it has been! Stress and thinking about the future is making me sad!,negative
20988,no eggs today ... shame was looking forward to a egg and sandwich bacon,negative
20989,just got back from tori`s. watching shark boy and lava girl,neutral
20990, Ok.. so what do you think of a snapshot befoooore the vid recording on Seesmic so the ladies dont look like just freaks? sayin,negative
20991,  just wanted to say that I <3 ur music(both the scene aesthetic n Danger Radio) Hopefully i will get to see u guys 1 day,positive
20992, and Miss Fizzy Duck loves Mind Hive too,positive
20993,  Hang in there! Drink some hot coco,neutral
20994,O dnt even like wearing  my skinny jean no more cuz of yall **** ni99as... ****,negative
20995,"has her laptop, her spasy phone, her cat, her music on and her mother making her breakfast! Lovage for you is that!",neutral
20996,GOOD LUCK ON EVERYONE!!!!!!!!!!!!!!!!! FINALS,positive
20997," Youtube. ) Really awesome quality, actually.",positive
20998,___ haha im gonna follow my dreams now  well...ur dream haha im reading still over it for the 90th time  :p,neutral
20999,Leaving for work.,neutral
21000,"Oh, but Grease is on VH1! It`s almost though over,  http://myloc.me/2215",neutral
21001," Nothing, stayed home",neutral
21002,had my first day at work and not im excited about the lay out of the place and where everything is.. o well its a job,negative
21003,It`s Midnight - I`m outta here.  HAPPY MOTHER`S DAY FELLOW MOMMIES!!!  (And to non-Mommies too).  May EVERYONE have a special day!!!,positive
21004," helooo, how wos work pretty, hope it was alright and a certain didnt individual ruin it.",positive
21005,Ugh work sucks. I could be with sher right now,negative
21006,Eminem 3AM ... Freaking Awsome!!! ... Im Going Back Too... Seams Like Something big is inside me... and no...is not Alien a,positive
21007, hahahaha yay!!!! Lakers!!! And I would please like some of that dip!!,positive
21008,"Shite night, tomorow, I get to hang out my with little brother and neice, should be sufficient enough to change my mood",positive
21009, hehe i found ya,positive
21010,totally overstressed ... going to work now ... want just the college work to go away ... i don`t wanna fail,negative
21011, dude i read that wrong! Haha well good good. Thanks.  but now I agree.,positive
21012,hopes whoever stole purse my and money gets what is coming to them,positive
21013," I will have spent my allowance at cybernet expo in SF by then  send me a dm with rates, tho, mayb cash flo bttr 4 me then",positive
21014,"Urgh.... feeling like **** today. headache, Bad tired, blood sugars too high.",negative
21015, Was at Ruby Skye last night as well! Superb set by Steve. The last hour was loaded with Thrillseekers material old and new,positive
21016, It if depends you are having fun or not...,neutral
21017,green computing http://bit.ly/8gb8R,neutral
21018,Getting one of our field vehicles Looks cleaned. like our action hero governor wants to give me another furlough day. How nice of him,positive
21019,"Home. Tired. Phone then bed.   Good night tweeters, happy mothers day!",neutral
21020,now aches chills & have joined the party. Why couldn`t the cold just go away? It had to get worse?,negative
21021, Dude... That sucks! Why would they tow it from your own space?,negative
21022,"Awww, _BODUCH you will get more friends on facebook. Just be yourself and people will add you",neutral
21023,Rosie to the vet. Routine shots and bordatella.,neutral
21024,@__SANDY i dont know! sent they out emails using my account about random stuff i didnt even understand i changed all my passwords,negative
21025,I wish I could go back to bed with ,positive
21026,im  a pleb  i had to take it out of the freezer.. and put it in the oven!,neutral
21027,"laptop pooped. new harddrive needed? using DH`s old pc now. maybe offline a while  **** BSOD!! happened too many times, Safe Mode only now",negative
21028,morning the is sun back!!! me like,neutral
