,text,sentiment
20123,todah has not started out very well,negative
20124,Why oh why do I always forget to take the medication I`m *supposed* to take 30 minutes before breakfast? Just taking it now at 1:30,neutral
20125, nothing beats nurooofen plus!,neutral
20126," Haha it`s not awful at all, but I think everyone hates the sound of their voice when they hear it played back, I know I do!!",neutral
20127,tatching a gossip girl,neutral
20128, that doesn`t sound like fun,negative
20129,So TTired. It`s not right to have to get up so early,negative
20130,Now I KNOW my shares are up...have 7 followers...wonderful!   The sun is now shining brightly in `darkest Africa`...,positive
20131, Nice to meet you toooo  Good to know another one of myy followers ACTUALLY speak!,positive
20132, iloveyoumoreeee,positive
20133, no!e! not comin up 2nite gurl!,negative
20134,Waking Up In Vegas is goooooooooooooooooooooooood,positive
20135,"  y day was cool, a lil twisted...  I won`t spam twitter like I did last week tho.",neutral
20136, lol! l love your tweets! Keep them coming,positive
20137,ok nevermind. photo was set toooo private. sorry.,negative
20138, Yeah I kept rethinking it because noone that I knew would want to go with me lol. So I ended up just didn`t buy them.,neutral
20139,"**** fight night 4 demo won`t load, keeps crashing at tthe first screen. time to delete and re download i think",neutral
20140,Someone just admitted to having a crush on me.. That`s cool,positive
20141," so anted to DM you back but I couldn`t cuz your not following me  but thankss anyways, maybe ill see ya around in ELLE-AY  ...",positive
20142,Haih.. Cannot sleep lar..,neutral
20143, this time theeeere is a theme and it is 'purple',neutral
20144,"BOOYA!! Sup Tweeps!? Happy inFAMOUS day to you all, off to get it very soon. Can`t wait to play, need to find some more time though",positive
20145,"morrrning! the last day of a random butt awesome weekend, gonna round it off in dbar style!  good timezzz.",positive
20146, oh I love oreos!! U can`t get many varieties in the uk,positive
20147,"retweet please  awesome kawaii, annime and cosplay items: http://bit.ly/cUjXg",positive
20148, was gonna DM you but it says you`re not following me!    lol  after all I`ve done!  hahaha,neutral
20149,Thinkin` Twitter is interestinnnng.,positive
20150,says I`m tutoring my cousin!  http://plurk.com/p/rpp57,neutral
20151,"pevement is boiling hot out there, dogs were limping.    guess summer`s officially here.",negative
20152,just finished Wander Girl for the nth time-- Hilda Gallares is truly a kindred soul.,positive
20153,el like going home and sleep till the next day!,neutral
20154, thanks sooo much lil sis! you should have gone with us to the bird park.,positive
20155,yoys and girls lie? awww is santa not real either?,neutral
20156,"Going to bed, in pain fell on my shoulder today. Good night",neutral
20157,ju t watching ncis complete first season,neutral
20158,does not want to go to sixth period.,neutral
20159,"super frustrated, and taking it out on the one`s I love!   I lovvvve you, Paul!",neutral
20160," i did, thanks laura",positive
20161,Mexico Ci y traffic  Beating the rush hour to make it to the Aeropuerto,neutral
20162,Haha. It`s pretty good  they`re making something with chicken  yum!,positive
20163, hello- i`d likkke a little chat- but can`t DM you- is there a mail id?,neutral
20164,Mattcutts.com: Domain Umzug und neues Design http://redir.ec/iF2b ...,neutral
20165,_AnR_Shine Feeling pretty good. You shooould check this out http://www.myspace.com/bigcitymonkey Just saying.,positive
20166,im watching tv at home wishing i could get a chicken shish delivered but not go enough pennies,neutral
20167,katesis leaving me all by my lonesome,negative
20168,"  hey girl, what`s up? what r u gonna do today?",neutral
20169," great to hear you saw Slummmdog Millionaire! And yes, that`s a Bollywood thing at the end",positive
20170,Already know I`m gonna miss josh next week.. My mom needs more surgery.. Work sucks.. Not a good day. Oh and my tum tum hurts,negative
20171,really wants go see the script in NY in august... but no one will go with me,negative
20172," And ooh, you changed your Twitter name! I approve whole heartedly.",positive
20173,_Beikiie_x omg are you going to see it?! another reason to not live in devon none of the f***in cinemas have the film im so annoyed,negative
20174," that is cute, a manly cute of course.  reminds me of a Scion",positive
20175,WHAT THE HELL IS GOING ON?!?! Last night and this morning SUUUCKED... More moving tonight.,negative
20176," Well we`ll have to organize one for when you can get down, can`t guarantee no oldies though",neutral
20177," akay, cool. Hope you had better dreams than you had last week.",positive
20178,hate this **** cold. i can`t stop sneezing. and claratyne only works for an hr or 2,negative
20179, Hey Dee... Iiwish I could make it to the mastermind session tomorrow  I`m in a wedding in Statesboro. hope to chat soon.,positive
20180,I LOVE TWILIGHT !!!,positive
20181,Had a good dayyyy till he twisted his ankle on his two mile run,neutral
20182,"_Bee same here : /   Coincidently, my friend just cancelled our movie date",negative
20183, mmMmMm I`ve b craving sweet potatoes and almonds I`m going to have to incorporate those super foods tomorrow,neutral
20184, Britain`s Got Talent? Such a cute little girl. Feel so sorry for her!   Hope Simon finds the time! ****,neutral
20185, someone really needs to make a kkit like that avaialble for home use,neutral
20186,trying to NOT fall asleep while doing ancient assignment. Drinking some water with ice and lime! yum,positive
20187, `a`ll going out without me,neutral
20188,wish i was 17 again,positive
20189,Loving my new HRR monitor,positive
20190,ahaha im here carlos;;  Wasssup?!,neutral
20191,i`m justt sooo in love....i think,positive
20192,I am following Mya,neutral
20193,"tat freddies having a cotch and LADYHAWKE is here, just missing you my bajan beauty",negative
20194,Had to stay home while my wife takes my daughter and a few friends out to Tokyo Steak House - sadly my body is not cooperating today,negative
20195,****ytypical. GH:M arrives just as I leave for work. It`s going to be a long day,negative
20196,Shakedown Street!!!,neutral
20197, Hope you feel beer! If your alone we can talk until your ready to go to bed...I`m alone too,positive
20198,"This week meet me at OFFF, next Thu, Fri and Sat. And try there MIC and Surface.",neutral
20199,I`m on Twitrer now... how cool am I? and now let`s go to McDo,neutral
20200,The weather is gross outside. It puts me in a bad mood.,negative
20201,"Coming to the end of a looooong day. Good new iiiis, I got everything done! Bad news- I gotta wake up @ 4:45am tomorrow for work!",neutral
20202," Would love it if you guys toured here, really! Philippines tour?",neutral
20203, sometimes ... you just have to write it off ... and start from the top of your tweet streammmm.  The past has happened,neutral
20204, http://twitpic.com/4jazs - Congratulations! You two are adorable. Beautiful ring too!,positive
20205,iii want a ghd straightener but the shipping costs 50 pounds? NO DEAL!,neutral
20206,is sad she got her plans cancled,negative
20207,"yay singtit loud wed, fall out boy, all time low and cobra starship on friday  WIN",positive
20208,_ ay beezy! finally lol its time to hookah so get off twiiter...love ya,positive
20209,_nyh hey sweetie. Cnt go fri  but thnks so much,positive
20210, got the txt - holla when ya need me,neutral
20211,It`t too hot!! Thermometer showing 25c at the moment,negative
20212, work at 6am. Gotta go to bed soon,neutral
20213,On more thing 'Shattered' is an amazing song by O.A.R.,positive
20214,is going home after an awesome time with the peeps,positive
20215,Omg. I got no sleep again. Neighbors are building a deck & they`ve been starting @ 5:00am. I`m SO tiredd. Feel like I just took Benadryl,negative
20216,"just realized that Chris Lake was spinning in stockholm yesterday, and I missed it!",negative
20217,"ioing to bed, with peter.",neutral
20218,At the pub with the dog but seems to have misplaced friend with drinks,neutral
20219,`I`m a minute in and I want to strangle the used car salesman doing the presentation. Is he related to the ShamWOW guy?,neutral
20220,He he ...Happy #star wars day! May the 4th be with you  Brilliant!!,positive
20221,Sometimes all it takes to solve our problems is a fresh morning!! Hope today is beauutiful for you,positive
20222,http://twitpic.com/66roi - Man I miss this truck so much!  had to return it cause it was 687.00 a month and 236.00 ins a month on it : ...,negative
20223, peeeeease pleeeease make me a dj drop,positive
20224,"im in pain, ****",negative
20225,justt got home. im so effin sad,negative
20226,"Really good concepts at #mozconcept. I *really* love to send something mine, but no time",positive
20227,nooo icant be sick...not now! im about to go see my new nephew,negative
20228," strangely enough, yes.  but then it works for me, may not for everyone.",neutral
20229,_ILL I <3 my blackberry,positive
20230,Strange there is a 99 chaar limit to tweets on ustream   (GeoGeekTV live > http://ustre.am/2TOa),neutral
20231, I use to own a 32 lbs tabby cat. Got him for North Shore Animal league he had diabetes,neutral
20232, word??mima be there this summer....just move back with me  lol,neutral
20233,Watching my bro play footyball,neutral
20234,I rlally want a milkshake. I have no money.,negative
20235,time for tv in bed.Then spending all day catching up on studying  i hate online summer classes,negative
20236,loves the nice weather aaand 7:30 exams,positive
20237,Son`s 15th Birthday this weekend.Taking him out for a Mexican meal and a major game buying spree.I miss the Lego days,negative
20238,W bff _chrissy22 glad she got that dog out of here lol my stomatch hurts,negative
20239,I wish I could see dramafest SO BAD.,negative
20240,*sigh* Off 2 bed 2 try 2 et these crummy 2 hrs of sleep b4 my horrid 12 hour day..smh. Niterzzz evry1. Don`t let the twitterbugz bite..,negative
20241,got a new prom dress,neutral
20242,I`baking cookies. What are YOU doing?,neutral
20243,My daddy left to go back home to Texas  i will c him hopefully n the next two months,positive
20244,NicPC Authority review of the Tivo VOD service here: http://bit.ly/Ps7y2  I`m still loving my Tivo,positive
20245, thanks!!  my friends and I went and watched movies and ate chocolate chip pancakes at one of my friends` house. it was fabulous!,positive
