,text,sentiment,classification,clean_text
21819, http://twitpic.com/4gemf - I can definitely appreciate this. The simple things that make my day...,positive,1.0,httptwitpiccomgemf definitely appreciate simple thing make day
21822,yeah but i was trying to send a msg to you  :S also trying to put a pic on but it aint happening   do they have to approve it or summit?,negative,0.0,yeah trying send msg also trying put pic aint happening approve summit
21823,I love music so much that i`ve gone through pain to play :S my sides of my fingers now are peeling and have blisters from playing so much,negative,0.0,love music much ive gone pain play side finger peeling blister playing much
21824,"Ugh, migraine.",negative,0.0,ugh migraine
21825,Happy Mothers Day  Breakfast With The Fam <33,positive,1.0,happy mother day breakfast fam
21826," Oh no, that doesn`t sound good! better get it checked out.",negative,0.0,oh doesnt sound good better get checked
21828,"wooo am recovering from running race for life yest!!! i managed 36 mins 44secs, not bad for absolutley no trianing",positive,1.0,wooo recovering running race life yest managed min sec bad absolutley trianing
21829,",,,checked del`s new blogsite!!! YAHOO!!! im just excited to what it will bring  go del!",positive,1.0,checked dels new blogsite yahoo im excited bring go del
21833," hope you have a great weekend Em, say hi to the fam for me",positive,1.0,hope great weekend em say hi fam
21835,The apple keyboard is really cool. i want one. they used it in doctor who,positive,1.0,apple keyboard really cool want one used doctor
21836,Happy Mother`s day to all the mom`s out there in twitter-land!,positive,1.0,happy mother day mom twitterland
21838, Thxx!! I was in the bathroom when you said it..,positive,1.0,thxx bathroom said
21839, well my daughter is 20 now...thats why I said `I miss those days`...they go by sooo fast,negative,0.0,well daughter nowthats said miss daysthey go sooo fast
21840,bbq was great... just relaxing around the house!  dont wanna leave my city but have to tomorrow... got to clean the house when i get back,positive,1.0,bbq great relaxing around house dont wanna leave city tomorrow got clean house get back
21841, Smile. Everything worked out.,positive,1.0,smile everything worked
21842,Everythings Sooo Messed Up!!!!!!! Life Sucks!!!!!!!!!!,negative,0.0,everythings sooo messed life suck
21843,"I`ve got sunburn on my arm  In better news, my new Guitar Hero: Metallica game came and I beyond happy about that.",positive,1.0,ive got sunburn arm better news new guitar hero metallica game came beyond happy
21846,sleeping in was interupted by JACK-HAMMERS at 9am ****! Universe says GET UP! But I was up intil 3am `cause I thougth I`d be sleeping in,negative,0.0,sleeping interupted jackhammer universe say get intil cause thougth id sleeping
21847,Ken Wilber - Realistic Expectation of Integral Wisdom: http://tinyurl.com/clfzdx ...very interesting.  I don`t mind the video quality.,positive,1.0,ken wilber realistic expectation integral wisdom httptinyurlcomclfzdx interesting dont mind video quality
21850,hmmmmï¿½being home isn`t *all* great  http://u.nu/8m68,positive,1.0,hmmmmï ½being home isnt great httpunum
21852," under a week delivery to OZ, awesome product, awesome prices. The parcel today made my day",positive,1.0,week delivery oz awesome product awesome price parcel today made day
21853, hardly :/ some of my furniture is being shipped from who knows where and is backordered  I may cancel and shop local.,negative,0.0,hardly furniture shipped know backordered may cancel shop local
21854, Happy Mother`s Day! Hope you have an awesome time with the Bug,positive,1.0,happy mother day hope awesome time bug
21855,O dios acaban de tocar The Pains Of Being Pure At Heart en el primavera sound  life is not fair,negative,0.0,dios acaban de tocar pain pure heart en el primavera sound life fair
21858,uploading a lot of photos... priceless memories,positive,1.0,uploading lot photo priceless memory
21861,  no way! **** that sucks B!  are you ok?,negative,0.0,way suck b ok
21862,haha May the 4th be with you! Happy Star Wars Day!,positive,1.0,haha may th happy star war day
21863,Vote for Board of the Month May 2009 (licensed members only) http://tinyurl.com/c8uj28 Good luck everybody,positive,1.0,vote board month may licensed member httptinyurlcomcuj good luck everybody
21865,"Ugh, I`m definitely going to be sick. It`s coming and it`s going to suck.",negative,0.0,ugh im definitely going sick coming going suck
21866, that sucks man,negative,0.0,suck man
21868,OPS sorry  Queen Mom,negative,0.0,ops sorry queen mom
21869,looking at this website!! should be working!!,positive,1.0,looking website working
21870,i feel like dyeing right now...,negative,0.0,feel like dyeing right
21872,is at cindy babys house......taking in these last fridays we have together  DR!!! i hope,positive,1.0,cindy baby housetaking last friday together dr hope
21874," Sure you will tweet about this when you`re back, but news is abuzz about TR Knight`s leaving 'confirmed' today.  Muy triste.",negative,0.0,sure tweet youre back news abuzz tr knight leaving confirmed today muy triste
21875,moving back home today. pro: obnoxiously closer to  con: no more mpls runs/excursions for at least a year.,negative,0.0,moving back home today pro obnoxiously closer con mpls runsexcursions least year
21876, I ake it you`re at work then and not lazing at home on a sunny bank holiday.,positive,1.0,ake youre work lazing home sunny bank holiday
21877,mattress armada needs to play a show soon or i`m going to be seriously sad,negative,0.0,mattress armada need play show soon im going seriously sad
21879,You know that `rule` that says always point the knife away from you? Just  learned my lesson on that one! Straight through my finger!,negative,0.0,know rule say always point knife away learned lesson one straight finger
21881,okay im happy again  i watched the second episode of jonas on youtube. i think tomorrow my family is going to olive garden for mothers day,positive,1.0,okay im happy watched second episode jonas youtube think tomorrow family going olive garden mother day
21882, loved our lil tent-side jam session/mosh pit!!! EDGEFESSSSSST!!!,positive,1.0,loved lil tentside jam sessionmosh pit edgefesssssst
21885, No wonder we`re married.   Night love. <3,positive,1.0,wonder married night love
21886,I think my wireless router is dieing,negative,0.0,think wireless router dieing
21887,#f1 soon  good luck brawn and mclaren fix up look sharp :p,positive,1.0,f soon good luck brawn mclaren fix look sharp p
21888, i thought it was just me that was like really hot. My room is too hot to sleep in,negative,0.0,thought like really hot room hot sleep
21889,happy mothers day!!,positive,1.0,happy mother day
21891,About to watch JONAS!  I love DVR! ,positive,1.0,watch jonas love dvr
21892, it`s not sooo noticable it depends on how you look at it...but I know it`s there and now my iPod isn`t perfect,negative,0.0,sooo noticable depends look itbut know ipod isnt perfect
21894,Rachel and chelsey left me and jenny stole my bike.  that makes me muy triste!,negative,0.0,rachel chelsey left jenny stole bike make muy triste
21896," dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha",negative,0.0,dbl booooooo sick flippin blow bahaha kno dont many friend either feel lame haha
21897, Are you a night owl or what? Always on here as the same time as myself  Enjoy your scifi show.,positive,1.0,night owl always time enjoy scifi show
21899, 16lbs is still a huge achievement though,positive,1.0,lb still huge achievement though
21902,but now i have no money for a phone,negative,0.0,money phone
21904," Were done so much for them, then brazilians ha! but no meh, i think they love the other countries more then the UK",positive,1.0,done much brazilian ha meh think love country uk
21906,why does my life suck?,negative,0.0,life suck
21908,gosh it`s anoher cloudy day  wish they would go away.. or rain..,negative,0.0,gosh anoher cloudy day wish would go away rain
21909, i was watchin tv yesterday and the media is on u. u were number five i think for worst beach bodies because of ur butt,negative,0.0,watchin tv yesterday medium u u number five think worst beach body ur butt
21910,...what ever happened w/ creating music in collaboration just for fun without the 'what am i getting out of it' question in mind? PLEASE!,positive,1.0,ever happened w creating music collaboration fun without getting question mind please
21912, Swine Flu victims unite  http://oinkflu.info,negative,0.0,swine flu victim unite httpoinkfluinfo
21914,"  Blushing, blushing & once again blushing!",positive,1.0,blushing blushing blushing
21918,"aghh mann i missed like half wowp, nd i dont like to start watching things in the middle of the show, i forgot to record it, im maddd!",negative,0.0,aghh mann missed like half wowp nd dont like start watching thing middle show forgot record im maddd
21919,"In other news: i like this band, 'Lydia', and its easy-going melancholy-yet-cheery songs. It`s good listening",positive,1.0,news like band lydia easygoing melancholyyetcheery song good listening
21920, he totally got you! ;) i think it`s awesome.,positive,1.0,totally got think awesome
21921,"A sweltering afternoon no wonder the creepy, slithering snakes are heading to the creek. The nasty things can swim! Frightening detail!",negative,0.0,sweltering afternoon wonder creepy slithering snake heading creek nasty thing swim frightening detail
21922, Yep...sadly I only had 10 min before a meeting!,negative,0.0,yepsadly min meeting
21923, mmmm... looks so yummy! good seeing u,positive,1.0,mmmm look yummy good seeing u
21926,Love ice cream... Love cake... Cookies and cream ice cream cake tops them both,positive,1.0,love ice cream love cake cooky cream ice cream cake top
21927,Eating some ice cream cake  its bomb!,positive,1.0,eating ice cream cake bomb
21928,projects suck,negative,0.0,project suck
21930, SO DO I!!   My jet is in the repair shop...lol,positive,1.0,jet repair shoplol
21931, I must of brought the bad weather with me to the states,negative,0.0,must brought bad weather state
21932,I wish my roommates were coming home soon  maybe i should take a nap to waste time,positive,1.0,wish roommate coming home soon maybe take nap waste time
